enc_store_id_dept_id_snap_transform_1_mean,enc_item_id_store_id_snap_transform_1_mean,enc_store_id_dept_id_tm_m_mean,enc_item_id_store_id_tm_m_mean,enc_store_id_dept_id_snap_transform_1_tm_m_mean,enc_item_id_store_id_snap_transform_1_tm_m_mean,enc_store_id_dept_id_snap_transform_1_std,enc_item_id_store_id_snap_transform_1_std,enc_store_id_dept_id_tm_m_std,enc_item_id_store_id_tm_m_std,enc_store_id_dept_id_snap_transform_1_tm_m_std,enc_item_id_store_id_snap_transform_1_tm_m_std
0.25,0.25,0.2903,0.2903,0.0,0.0,0.5,0.5,0.6924,0.6924,,
0.2,0.2,0.1613,0.1613,0.0,0.0,0.4473,0.4473,0.3738,0.3738,,
0.2,0.2,0.0968,0.0968,0.0,0.0,0.4473,0.4473,0.3005,0.3005,,
0.0,0.0,0.2903,0.2903,0.0,0.0,0.0,0.0,0.6426,0.6426,,
0.75,0.75,0.1613,0.1613,1.0,1.0,0.5,0.5,0.4543,0.4543,,
0.08887,0.08887,0.129,0.129,0.0952,0.0952,0.2861,0.2861,0.3408,0.3408,0.3008,0.3008
0.1349,0.1349,0.1613,0.1613,0.1428,0.1428,0.375,0.375,0.3738,0.3738,0.3586,0.3586
0.1222,0.1222,0.0968,0.0968,0.0952,0.0952,0.3293,0.3293,0.3005,0.3005,0.3008,0.3008
1.2,1.2,0.871,0.871,0.0,0.0,1.304,1.304,0.885,0.885,,
0.4,0.4,0.9033,0.9033,0.0,0.0,0.548,0.548,1.375,1.375,,
0.5,0.5,1.032,1.032,0.0,0.0,1.0,1.0,2.244,2.244,,
0.0,0.0,0.516,0.516,0.0,0.0,0.0,0.0,0.8896,0.8896,,
0.4456,0.4456,0.5483,0.5483,0.476,0.476,0.8433,0.8433,0.81,0.81,0.6797,0.6797
0.4382,0.4382,0.645,0.645,0.5713,0.5713,0.7065,0.7065,1.142,1.142,0.926,0.926
0.4065,0.4065,0.3547,0.3547,0.3809,0.3809,0.73,0.73,0.8384,0.8384,0.9736,0.9736
0.8,0.8,0.4194,0.4194,2.0,2.0,0.8364,0.8364,0.7197,0.7197,,
0.0,0.0,0.258,0.258,0.0,0.0,0.0,0.0,0.5757,0.5757,,
0.3333,0.3333,0.2903,0.2903,0.0,0.0,0.577,0.577,0.529,0.529,,
1.2,1.2,1.064,1.064,1.0,1.0,0.8364,0.8364,0.964,0.964,,
0.8,0.8,1.419,1.419,2.0,2.0,0.8364,0.8364,1.728,1.728,,
2.2,2.2,1.483,1.483,9.0,9.0,3.834,3.834,1.964,1.964,,
0.4,0.4,0.613,0.613,1.0,1.0,0.548,0.548,0.8823,0.8823,,
0.923,0.923,0.9355,0.9355,0.8096,0.8096,1.231,1.231,0.998,0.998,0.928,0.928
1.148,1.148,1.451,1.451,1.619,1.619,1.185,1.185,1.502,1.502,1.564,1.564
1.594,1.594,1.387,1.387,1.19,1.19,1.445,1.445,1.476,1.476,1.25,1.25
2.6,2.6,1.549,1.549,4.0,4.0,1.673,1.673,1.524,1.524,,
7.0,7.0,3.42,3.42,2.0,2.0,4.69,4.69,2.63,2.63,,
1.0,1.0,1.3545,1.3545,0.0,0.0,1.0,1.0,1.473,1.473,,
0.8,0.8,0.613,0.613,0.0,0.0,1.096,1.096,0.7153,0.7153,,
1.2,1.2,0.6772,0.6772,0.0,0.0,0.8364,0.8364,1.47,1.47,,
0.8,0.8,1.678,1.678,3.0,3.0,1.304,1.304,1.661,1.661,,
0.0,0.0,0.3225,0.3225,0.0,0.0,0.0,0.0,0.7017,0.7017,,
0.6665,0.6665,,,,,1.154,1.154,,,,
0.1538,0.1538,0.0645,0.0645,0.0952,0.0952,0.5757,0.5757,0.2498,0.2498,0.3008,0.3008
0.4395,0.4395,0.484,0.484,0.476,0.476,0.846,0.846,0.811,0.811,0.873,0.873
0.2,0.2,0.4194,0.4194,0.0,0.0,0.4473,0.4473,0.7197,0.7197,,
1.8,1.8,1.871,1.871,4.0,4.0,1.483,1.483,1.784,1.784,,
0.4,0.4,1.097,1.097,0.0,0.0,0.8945,0.8945,1.681,1.681,,
0.8,0.8,0.9355,0.9355,0.0,0.0,0.8364,0.8364,0.9287,0.9287,,
0.0,0.0,0.9033,0.9033,0.0,0.0,0.0,0.0,0.9077,0.9077,,
0.8,0.8,1.129,1.129,2.0,2.0,0.8364,0.8364,1.176,1.176,,
0.6,0.6,1.0,1.0,0.0,0.0,0.8945,0.8945,1.0,1.0,,
0.4126,0.4126,0.3872,0.3872,0.3809,0.3809,0.6304,0.6304,0.495,0.495,0.4976,0.4976
0.4348,0.4348,0.2903,0.2903,0.3809,0.3809,0.684,0.684,0.6924,0.6924,0.8047,0.8047
0.4504,0.4504,0.4194,0.4194,0.2856,0.2856,0.764,0.764,0.7197,0.7197,0.7173,0.7173
0.2,0.2,0.5483,0.5483,0.0,0.0,0.4473,0.4473,0.81,0.81,,
0.0,0.0,0.0645,0.0645,0.0,0.0,0.0,0.0,0.2498,0.2498,,
0.0,0.0,0.2903,0.2903,0.0,0.0,0.0,0.0,0.529,0.529,,
0.25,0.25,0.129,0.129,0.0,0.0,0.5,0.5,0.3408,0.3408,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.2,0.2,0.03226,0.03226,0.0,0.0,0.4473,0.4473,0.1796,0.1796,,
0.0,0.0,0.03226,0.03226,0.0,0.0,0.0,0.0,0.1796,0.1796,,
0.04395,0.04395,0.03226,0.03226,0.0476,0.0476,0.2062,0.2062,0.1796,0.1796,0.2183,0.2183
0.11957,0.11957,0.03226,0.03226,0.0,0.0,0.3584,0.3584,0.1796,0.1796,0.0,0.0
0.2717,0.2717,0.1613,0.1613,0.238,0.238,0.5156,0.5156,0.3738,0.3738,0.4365,0.4365
0.0,0.0,0.03226,0.03226,0.0,0.0,0.0,0.0,0.1796,0.1796,,
,,,,,,,,,,,
0.0,0.0,0.0645,0.0645,0.0,0.0,0.0,0.0,0.2498,0.2498,,
0.4,0.4,0.4194,0.4194,1.0,1.0,0.548,0.548,0.672,0.672,,
1.0,1.0,0.7744,0.7744,2.0,2.0,1.154,1.154,0.8833,0.8833,,
1.0,1.0,0.5483,0.5483,2.0,2.0,1.0,1.0,0.81,0.81,,
0.4,0.4,0.4194,0.4194,1.0,1.0,0.548,0.548,0.6206,0.6206,,
0.2417,0.2417,0.1936,0.1936,0.1428,0.1428,0.5234,0.5234,0.4775,0.4775,0.3586,0.3586
0.1648,0.1648,0.0645,0.0645,0.0952,0.0952,0.4019,0.4019,0.2498,0.2498,0.3008,0.3008
0.1642,0.1642,0.0645,0.0645,0.0952,0.0952,0.447,0.447,0.2498,0.2498,0.3008,0.3008
0.4,0.4,0.968,0.968,0.0,0.0,0.548,0.548,1.08,1.08,,
0.75,0.75,0.1936,0.1936,0.0,0.0,0.9575,0.9575,0.4775,0.4775,,
0.2,0.2,0.129,0.129,0.0,0.0,0.4473,0.4473,0.3408,0.3408,,
1.0,1.0,0.3225,0.3225,1.0,1.0,0.8164,0.8164,0.541,0.541,,
0.25,0.25,0.6772,0.6772,1.0,1.0,0.5,0.5,0.9087,0.9087,,
0.0,0.0,0.2903,0.2903,0.0,0.0,0.0,0.0,0.6924,0.6924,,
0.4,0.4,0.1613,0.1613,1.0,1.0,0.548,0.548,0.3738,0.3738,,
0.2637,0.2637,0.0968,0.0968,0.0476,0.0476,0.574,0.574,0.3005,0.3005,0.2183,0.2183
0.3147,0.3147,0.2903,0.2903,0.3333,0.3333,0.7773,0.7773,0.6426,0.6426,0.7305,0.7305
0.3035,0.3035,0.1613,0.1613,0.1428,0.1428,0.5093,0.5093,0.4543,0.4543,0.478,0.478
0.0,0.0,0.129,0.129,0.0,0.0,0.0,0.0,0.3408,0.3408,,
0.0,0.0,0.1613,0.1613,0.0,0.0,0.0,0.0,0.3738,0.3738,,
0.4,0.4,0.0968,0.0968,0.0,0.0,0.548,0.548,0.3005,0.3005,,
0.0,0.0,0.871,0.871,0.0,0.0,0.0,0.0,0.885,0.885,,
0.8,0.8,0.9033,0.9033,0.0,0.0,0.8364,0.8364,1.375,1.375,,
1.2,1.2,1.032,1.032,1.0,1.0,1.644,1.644,2.244,2.244,,
0.0,0.0,0.516,0.516,0.0,0.0,0.0,0.0,0.8896,0.8896,,
1.0,1.0,0.5483,0.5483,0.0,0.0,1.414,1.414,0.81,0.81,,
2.5,2.5,0.645,0.645,0.0,0.0,4.36,4.36,1.142,1.142,,
0.2,0.2,0.3547,0.3547,0.0,0.0,0.4473,0.4473,0.8384,0.8384,,
0.4,0.4,0.4194,0.4194,0.0,0.0,0.8945,0.8945,0.7197,0.7197,,
0.4,0.4,0.258,0.258,0.0,0.0,0.548,0.548,0.5757,0.5757,,
0.0,0.0,0.2903,0.2903,0.0,0.0,0.0,0.0,0.529,0.529,,
2.2,2.2,1.064,1.064,1.0,1.0,2.95,2.95,0.964,0.964,,
2.6,2.6,1.419,1.419,2.0,2.0,1.517,1.517,1.728,1.728,,
1.8,1.8,1.483,1.483,5.0,5.0,2.168,2.168,1.964,1.964,,
0.6,0.6,0.613,0.613,0.0,0.0,0.548,0.548,0.8823,0.8823,,
2.0,2.0,0.9355,0.9355,0.0,0.0,1.581,1.581,0.998,0.998,,
1.667,1.667,1.451,1.451,0.0,0.0,2.887,2.887,1.502,1.502,,
0.4,0.4,1.387,1.387,1.0,1.0,0.548,0.548,1.476,1.476,,
2.8,2.8,1.549,1.549,1.0,1.0,2.049,2.049,1.524,1.524,,
4.4,4.4,3.42,3.42,3.0,3.0,1.949,1.949,2.63,2.63,,
3.4,3.4,1.3545,1.3545,2.0,2.0,2.967,2.967,1.473,1.473,,
0.6,0.6,0.613,0.613,1.0,1.0,0.8945,0.8945,0.7153,0.7153,,
0.4,0.4,0.6772,0.6772,0.0,0.0,0.548,0.548,1.47,1.47,,
3.4,3.4,1.678,1.678,7.0,7.0,2.701,2.701,1.661,1.661,,
0.4,0.4,0.3225,0.3225,1.0,1.0,0.548,0.548,0.7017,0.7017,,
,,,,,,,,,,,
0.0,0.0,0.0645,0.0645,0.0,0.0,0.0,0.0,0.2498,0.2498,,
0.0,0.0,0.484,0.484,0.0,0.0,0.0,0.0,0.811,0.811,,
0.6,0.6,0.4194,0.4194,0.0,0.0,0.548,0.548,0.7197,0.7197,,
2.4,2.4,1.871,1.871,4.0,4.0,2.074,2.074,1.784,1.784,,
1.2,1.2,1.097,1.097,2.0,2.0,1.304,1.304,1.681,1.681,,
2.0,2.0,0.9355,0.9355,1.0,1.0,1.225,1.225,0.9287,0.9287,,
0.8,0.8,0.9033,0.9033,1.0,1.0,0.8364,0.8364,0.9077,0.9077,,
0.6,0.6,1.129,1.129,0.0,0.0,0.8945,0.8945,1.176,1.176,,
0.8,0.8,1.0,1.0,0.0,0.0,0.8364,0.8364,1.0,1.0,,
0.5,0.5,0.3872,0.3872,0.0,0.0,1.0,1.0,0.495,0.495,,
0.0,0.0,0.2903,0.2903,0.0,0.0,0.0,0.0,0.6924,0.6924,,
0.6,0.6,0.4194,0.4194,1.0,1.0,0.548,0.548,0.7197,0.7197,,
0.4,0.4,0.5483,0.5483,0.0,0.0,0.548,0.548,0.81,0.81,,
0.0,0.0,0.0645,0.0645,0.0,0.0,0.0,0.0,0.2498,0.2498,,
0.0,0.0,0.2903,0.2903,0.0,0.0,0.0,0.0,0.529,0.529,,
0.25,0.25,0.129,0.129,1.0,1.0,0.5,0.5,0.3408,0.3408,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.2,0.2,0.03226,0.03226,0.0,0.0,0.4473,0.4473,0.1796,0.1796,,
0.0,0.0,0.03226,0.03226,0.0,0.0,0.0,0.0,0.1796,0.1796,,
0.0,0.0,0.03226,0.03226,0.0,0.0,0.0,0.0,0.1796,0.1796,,
0.2,0.2,0.03226,0.03226,0.0,0.0,0.4473,0.4473,0.1796,0.1796,,
0.0,0.0,0.1613,0.1613,0.0,0.0,0.0,0.0,0.3738,0.3738,,
0.0,0.0,0.03226,0.03226,0.0,0.0,0.0,0.0,0.1796,0.1796,,
,,,,,,,,,,,
0.0,0.0,0.0645,0.0645,0.0,0.0,0.0,0.0,0.2498,0.2498,,
0.0,0.0,0.4194,0.4194,0.0,0.0,0.0,0.0,0.672,0.672,,
1.0,1.0,0.7744,0.7744,0.0,0.0,1.414,1.414,0.8833,0.8833,,
0.3333,0.3333,0.5483,0.5483,0.0,0.0,0.577,0.577,0.81,0.81,,
1.2,1.2,0.4194,0.4194,1.0,1.0,0.8364,0.8364,0.6206,0.6206,,
0.4,0.4,0.1936,0.1936,1.0,1.0,0.548,0.548,0.4775,0.4775,,
0.2,0.2,0.0645,0.0645,0.0,0.0,0.4473,0.4473,0.2498,0.2498,,
0.0,0.0,0.0645,0.0645,0.0,0.0,0.0,0.0,0.2498,0.2498,,
0.8,0.8,0.968,0.968,1.0,1.0,0.8364,0.8364,1.08,1.08,,
0.4,0.4,0.1936,0.1936,0.0,0.0,0.548,0.548,0.4775,0.4775,,
0.0,0.0,0.129,0.129,0.0,0.0,0.0,0.0,0.3408,0.3408,,
0.0,0.0,0.3225,0.3225,0.0,0.0,0.0,0.0,0.541,0.541,,
2.4,2.4,0.6772,0.6772,1.0,1.0,1.517,1.517,0.9087,0.9087,,
1.0,1.0,0.2903,0.2903,0.0,0.0,1.0,1.0,0.6924,0.6924,,
0.0,0.0,0.1613,0.1613,0.0,0.0,0.0,0.0,0.3738,0.3738,,
0.6,0.6,0.0968,0.0968,1.0,1.0,0.8945,0.8945,0.3005,0.3005,,
0.0,0.0,0.2903,0.2903,0.0,0.0,0.0,0.0,0.6426,0.6426,,
0.5,0.5,0.1613,0.1613,0.0,0.0,0.577,0.577,0.4543,0.4543,,
0.4,0.4,0.129,0.129,0.0,0.0,0.548,0.548,0.3408,0.3408,,
0.25,0.25,0.1613,0.1613,1.0,1.0,0.5,0.5,0.3738,0.3738,,
0.0,0.0,0.0968,0.0968,0.0,0.0,0.0,0.0,0.3005,0.3005,,
1.0,1.0,0.871,0.871,1.0,1.0,1.0,1.0,0.885,0.885,,
1.0,1.0,0.9033,0.9033,1.0,1.0,1.0,1.0,1.375,1.375,,
0.4,0.4,1.032,1.032,0.0,0.0,0.8945,0.8945,2.244,2.244,,
0.2,0.2,0.516,0.516,1.0,1.0,0.4473,0.4473,0.8896,0.8896,,
0.4456,0.4456,0.5483,0.5483,0.476,0.476,0.8433,0.8433,0.81,0.81,0.6797,0.6797
0.4382,0.4382,0.645,0.645,0.5713,0.5713,0.7065,0.7065,1.142,1.142,0.926,0.926
0.4065,0.4065,0.3547,0.3547,0.3809,0.3809,0.73,0.73,0.8384,0.8384,0.9736,0.9736
0.4834,0.4834,0.4194,0.4194,0.476,0.476,1.047,1.047,0.7197,0.7197,0.7495,0.7495
0.3625,0.3625,0.258,0.258,0.238,0.238,0.876,0.876,0.5757,0.5757,0.625,0.625
0.2698,0.2698,0.2903,0.2903,0.2856,0.2856,0.6274,0.6274,0.529,0.529,0.463,0.463
0.0,0.0,1.064,1.064,0.0,0.0,0.0,0.0,0.964,0.964,,
2.0,2.0,1.419,1.419,0.0,0.0,2.0,2.0,1.728,1.728,,
0.8,0.8,1.483,1.483,0.0,0.0,0.8364,0.8364,1.964,1.964,,
0.2,0.2,0.613,0.613,0.0,0.0,0.4473,0.4473,0.8823,0.8823,,
0.923,0.923,0.9355,0.9355,0.8096,0.8096,1.231,1.231,0.998,0.998,0.928,0.928
1.148,1.148,1.451,1.451,1.619,1.619,1.185,1.185,1.502,1.502,1.564,1.564
1.594,1.594,1.387,1.387,1.19,1.19,1.445,1.445,1.476,1.476,1.25,1.25
1.706,1.706,1.549,1.549,1.333,1.333,1.441,1.441,1.524,1.524,1.426,1.426
3.4,3.4,3.42,3.42,3.047,3.047,2.43,2.43,2.63,2.63,2.578,2.578
1.337,1.337,1.3545,1.3545,1.381,1.381,1.571,1.571,1.473,1.473,1.431,1.431
1.0,1.0,0.613,0.613,0.0,0.0,1.414,1.414,0.7153,0.7153,,
2.8,2.8,0.6772,0.6772,0.0,0.0,6.26,6.26,1.47,1.47,,
3.4,3.4,1.678,1.678,2.0,2.0,3.436,3.436,1.661,1.661,,
0.2,0.2,0.3225,0.3225,0.0,0.0,0.4473,0.4473,0.7017,0.7017,,
0.6665,0.6665,,,,,1.154,1.154,,,,
0.1538,0.1538,0.0645,0.0645,0.0952,0.0952,0.5757,0.5757,0.2498,0.2498,0.3008,0.3008
0.4395,0.4395,0.484,0.484,0.476,0.476,0.846,0.846,0.811,0.811,0.873,0.873
0.5435,0.5435,0.4194,0.4194,0.4285,0.4285,0.8945,0.8945,0.7197,0.7197,0.7466,0.7466
1.044,1.044,1.871,1.871,1.096,1.096,1.026,1.026,1.784,1.784,1.3,1.3
0.9023,0.9023,1.097,1.097,0.8096,0.8096,1.06,1.06,1.681,1.681,1.327,1.327
1.0,1.0,0.9355,0.9355,1.0,1.0,1.0,1.0,0.9287,0.9287,,
0.6,0.6,0.9033,0.9033,1.0,1.0,0.548,0.548,0.9077,0.9077,,
1.4,1.4,1.129,1.129,0.0,0.0,2.607,2.607,1.176,1.176,,
0.4,0.4,1.0,1.0,0.0,0.0,0.548,0.548,1.0,1.0,,
0.4126,0.4126,0.3872,0.3872,0.3809,0.3809,0.6304,0.6304,0.495,0.495,0.4976,0.4976
0.4348,0.4348,0.2903,0.2903,0.3809,0.3809,0.684,0.684,0.6924,0.6924,0.8047,0.8047
0.4504,0.4504,0.4194,0.4194,0.2856,0.2856,0.764,0.764,0.7197,0.7197,0.7173,0.7173
0.3586,0.3586,0.5483,0.5483,0.5713,0.5713,0.639,0.639,0.81,0.81,0.7466,0.7466
0.0787,0.0787,0.0645,0.0645,0.0952,0.0952,0.2708,0.2708,0.2498,0.2498,0.3008,0.3008
0.216,0.216,0.2903,0.2903,0.238,0.238,0.466,0.466,0.529,0.529,0.4365,0.4365
0.0,0.0,0.129,0.129,0.0,0.0,0.0,0.0,0.3408,0.3408,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.2,0.2,0.03226,0.03226,0.0,0.0,0.4473,0.4473,0.1796,0.1796,,
0.0,0.0,0.03226,0.03226,0.0,0.0,0.0,0.0,0.1796,0.1796,,
0.04395,0.04395,0.03226,0.03226,0.0476,0.0476,0.2062,0.2062,0.1796,0.1796,0.2183,0.2183
0.11957,0.11957,0.03226,0.03226,0.0,0.0,0.3584,0.3584,0.1796,0.1796,0.0,0.0
0.2717,0.2717,0.1613,0.1613,0.238,0.238,0.5156,0.5156,0.3738,0.3738,0.4365,0.4365
0.046,0.046,0.03226,0.03226,0.0476,0.0476,0.2107,0.2107,0.1796,0.1796,0.2183,0.2183
1.0,1.0,,,,,,,,,,
0.03372,0.03372,0.0645,0.0645,0.0952,0.0952,0.1815,0.1815,0.2498,0.2498,0.3008,0.3008
0.0,0.0,0.4194,0.4194,0.0,0.0,0.0,0.0,0.672,0.672,,
0.25,0.25,0.7744,0.7744,0.0,0.0,0.5,0.5,0.8833,0.8833,,
0.6665,0.6665,0.5483,0.5483,0.0,0.0,0.577,0.577,0.81,0.81,,
0.2,0.2,0.4194,0.4194,0.0,0.0,0.4473,0.4473,0.6206,0.6206,,
0.2417,0.2417,0.1936,0.1936,0.1428,0.1428,0.5234,0.5234,0.4775,0.4775,0.3586,0.3586
0.1648,0.1648,0.0645,0.0645,0.0952,0.0952,0.4019,0.4019,0.2498,0.2498,0.3008,0.3008
0.1642,0.1642,0.0645,0.0645,0.0952,0.0952,0.447,0.447,0.2498,0.2498,0.3008,0.3008
1.131,1.131,0.968,0.968,0.952,0.952,1.019,1.019,1.08,1.08,1.161,1.161
0.3777,0.3777,0.1936,0.1936,0.238,0.238,0.68,0.68,0.4775,0.4775,0.539,0.539
0.337,0.337,0.129,0.129,0.1904,0.1904,0.6675,0.6675,0.3408,0.3408,0.4023,0.4023
0.2,0.2,0.3225,0.3225,0.0,0.0,0.4473,0.4473,0.541,0.541,,
0.6,0.6,0.6772,0.6772,0.0,0.0,0.8945,0.8945,0.9087,0.9087,,
0.2,0.2,0.2903,0.2903,0.0,0.0,0.4473,0.4473,0.6924,0.6924,,
0.0,0.0,0.1613,0.1613,0.0,0.0,0.0,0.0,0.3738,0.3738,,
0.2637,0.2637,0.0968,0.0968,0.0476,0.0476,0.574,0.574,0.3005,0.3005,0.2183,0.2183
0.3147,0.3147,0.2903,0.2903,0.3333,0.3333,0.7773,0.7773,0.6426,0.6426,0.7305,0.7305
0.3035,0.3035,0.1613,0.1613,0.1428,0.1428,0.5093,0.5093,0.4543,0.4543,0.478,0.478
0.08887,0.08887,0.129,0.129,0.0952,0.0952,0.2861,0.2861,0.3408,0.3408,0.3008,0.3008
0.1349,0.1349,0.1613,0.1613,0.1428,0.1428,0.375,0.375,0.3738,0.3738,0.3586,0.3586
0.1222,0.1222,0.0968,0.0968,0.0952,0.0952,0.3293,0.3293,0.3005,0.3005,0.3008,0.3008
0.7417,0.7417,0.871,0.871,1.096,1.096,0.8955,0.8955,0.885,0.885,0.889,0.889
1.0,1.0,0.9033,0.9033,0.6665,0.6665,1.883,1.883,1.375,1.375,1.064,1.064
1.376,1.376,1.032,1.032,1.286,1.286,2.633,2.633,2.244,2.244,2.668,2.668
0.2366,0.2366,0.516,0.516,0.476,0.476,0.4978,0.4978,0.8896,0.8896,0.6797,0.6797
0.4,0.4,0.5483,0.5483,0.0,0.0,0.548,0.548,0.81,0.81,,
0.75,0.75,0.645,0.645,1.0,1.0,0.9575,0.9575,1.142,1.142,,
1.0,1.0,0.3547,0.3547,0.0,0.0,1.225,1.225,0.8384,0.8384,,
0.8,0.8,0.4194,0.4194,0.0,0.0,0.8364,0.8364,0.7197,0.7197,,
0.4,0.4,0.258,0.258,0.0,0.0,0.8945,0.8945,0.5757,0.5757,,
0.3333,0.3333,0.2903,0.2903,0.0,0.0,0.577,0.577,0.529,0.529,,
1.129,1.129,1.064,1.064,0.8096,0.8096,1.182,1.182,0.964,0.964,0.873,0.873
1.473,1.473,1.419,1.419,1.381,1.381,1.508,1.508,1.728,1.728,1.91,1.91
0.9785,0.9785,1.483,1.483,1.096,1.096,1.197,1.197,1.964,1.964,1.179,1.179
0.7095,0.7095,0.613,0.613,0.4285,0.4285,0.867,0.867,0.8823,0.8823,0.6763,0.6763
1.4,1.4,0.9355,0.9355,1.0,1.0,1.141,1.141,0.998,0.998,,
0.3333,0.3333,1.451,1.451,1.0,1.0,0.577,0.577,1.502,1.502,,
2.0,2.0,1.387,1.387,3.0,3.0,1.871,1.871,1.476,1.476,,
1.8,1.8,1.549,1.549,1.0,1.0,2.168,2.168,1.524,1.524,,
4.0,4.0,3.42,3.42,2.0,2.0,3.535,3.535,2.63,2.63,,
1.4,1.4,1.3545,1.3545,2.0,2.0,1.673,1.673,1.473,1.473,,
0.4624,0.4624,0.613,0.613,0.619,0.619,0.716,0.716,0.7153,0.7153,0.8047,0.8047
0.753,0.753,0.6772,0.6772,0.905,0.905,1.551,1.551,1.47,1.47,1.7295,1.7295
1.796,1.796,1.678,1.678,1.523,1.523,1.803,1.803,1.661,1.661,1.504,1.504
0.3118,0.3118,0.3225,0.3225,0.2856,0.2856,0.625,0.625,0.7017,0.7017,0.7173,0.7173
,,,,,,,,,,,
0.6,0.6,0.0645,0.0645,0.0,0.0,0.8945,0.8945,0.2498,0.2498,,
1.4,1.4,0.484,0.484,0.0,0.0,1.673,1.673,0.811,0.811,,
0.4,0.4,0.4194,0.4194,0.0,0.0,0.8945,0.8945,0.7197,0.7197,,
2.6,2.6,1.871,1.871,3.0,3.0,1.816,1.816,1.784,1.784,,
0.0,0.0,1.097,1.097,0.0,0.0,0.0,0.0,1.681,1.681,,
0.968,0.968,0.9355,0.9355,1.048,1.048,1.211,1.211,0.9287,0.9287,1.023,1.023
0.8174,0.8174,0.9033,0.9033,0.952,0.952,0.92,0.92,0.9077,0.9077,0.9736,0.9736
0.9355,0.9355,1.129,1.129,1.238,1.238,1.249,1.249,1.176,1.176,1.338,1.338
0.957,0.957,1.0,1.0,1.238,1.238,1.031,1.031,1.0,1.0,0.944,0.944
0.25,0.25,0.3872,0.3872,0.0,0.0,0.5,0.5,0.495,0.495,,
0.4,0.4,0.2903,0.2903,0.0,0.0,0.548,0.548,0.6924,0.6924,,
0.8,0.8,0.4194,0.4194,1.0,1.0,0.8364,0.8364,0.7197,0.7197,,
1.0,1.0,0.5483,0.5483,0.0,0.0,1.732,1.732,0.81,0.81,,
0.2,0.2,0.0645,0.0645,0.0,0.0,0.4473,0.4473,0.2498,0.2498,,
0.0,0.0,0.2903,0.2903,0.0,0.0,0.0,0.0,0.529,0.529,,
0.1428,0.1428,0.129,0.129,0.1428,0.1428,0.4102,0.4102,0.3408,0.3408,0.3586,0.3586
0.0921,0.0921,0.0,0.0,0.0,0.0,0.291,0.291,0.0,0.0,0.0,0.0
0.0968,0.0968,0.03226,0.03226,0.0,0.0,0.3318,0.3318,0.1796,0.1796,0.0,0.0
0.06525,0.06525,0.03226,0.03226,0.0476,0.0476,0.2483,0.2483,0.1796,0.1796,0.2183,0.2183
0.0,0.0,0.03226,0.03226,0.0,0.0,0.0,0.0,0.1796,0.1796,,
0.6,0.6,0.03226,0.03226,0.0,0.0,0.548,0.548,0.1796,0.1796,,
0.2,0.2,0.1613,0.1613,0.0,0.0,0.4473,0.4473,0.3738,0.3738,,
0.25,0.25,0.03226,0.03226,0.0,0.0,0.5,0.5,0.1796,0.1796,,
,,,,,,,,,,,
0.4,0.4,0.0645,0.0645,0.0,0.0,0.548,0.548,0.2498,0.2498,,
0.602,0.602,0.4194,0.4194,0.4285,0.4285,0.8096,0.8096,0.672,0.672,0.6763,0.6763
0.903,0.903,0.7744,0.7744,0.6665,0.6665,0.937,0.937,0.8833,0.8833,0.7305,0.7305
0.5625,0.5625,0.5483,0.5483,0.5713,0.5713,0.852,0.852,0.81,0.81,0.87,0.87
0.4946,0.4946,0.4194,0.4194,0.4285,0.4285,0.7314,0.7314,0.6206,0.6206,0.5977,0.5977
0.4,0.4,0.1936,0.1936,0.0,0.0,0.548,0.548,0.4775,0.4775,,
0.2,0.2,0.0645,0.0645,0.0,0.0,0.4473,0.4473,0.2498,0.2498,,
0.0,0.0,0.0645,0.0645,0.0,0.0,0.0,0.0,0.2498,0.2498,,
1.4,1.4,0.968,0.968,1.0,1.0,1.141,1.141,1.08,1.08,,
0.6,0.6,0.1936,0.1936,0.0,0.0,1.342,1.342,0.4775,0.4775,,
0.4,0.4,0.129,0.129,0.0,0.0,0.548,0.548,0.3408,0.3408,,
0.301,0.301,0.3225,0.3225,0.3333,0.3333,0.586,0.586,0.541,0.541,0.577,0.577
0.7417,0.7417,0.6772,0.6772,0.6665,0.6665,0.999,0.999,0.9087,0.9087,1.017,1.017
0.3225,0.3225,0.2903,0.2903,0.3333,0.3333,0.7095,0.7095,0.6924,0.6924,0.796,0.796
0.2258,0.2258,0.1613,0.1613,0.1428,0.1428,0.4456,0.4456,0.3738,0.3738,0.3586,0.3586
0.4,0.4,0.0968,0.0968,0.0,0.0,0.548,0.548,0.3005,0.3005,,
0.5,0.5,0.2903,0.2903,1.0,1.0,0.577,0.577,0.6426,0.6426,,
0.0,0.0,0.1613,0.1613,0.0,0.0,0.0,0.0,0.4543,0.4543,,
0.2,0.2,0.129,0.129,1.0,1.0,0.4473,0.4473,0.3408,0.3408,,
0.2,0.2,0.1613,0.1613,0.0,0.0,0.4473,0.4473,0.3738,0.3738,,
0.2,0.2,0.0968,0.0968,0.0,0.0,0.4473,0.4473,0.3005,0.3005,,
0.7417,0.7417,0.871,0.871,1.096,1.096,0.8955,0.8955,0.885,0.885,0.889,0.889
